id,BRANCH_COUNT,CALL_PAIRS,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CONDITION_COUNT,CYCLOMATIC_COMPLEXITY,CYCLOMATIC_DENSITY,DECISION_COUNT,DESIGN_COMPLEXITY,DESIGN_DENSITY,EDGE_COUNT,ESSENTIAL_COMPLEXITY,ESSENTIAL_DENSITY,LOC_EXECUTABLE,PARAMETER_COUNT,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,MAINTENANCE_SEVERITY,MODIFIED_CONDITION_COUNT,MULTIPLE_CONDITION_COUNT,NODE_COUNT,NORMALIZED_CYLOMATIC_COMPLEXITY,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,NUMBER_OF_LINES,PERCENT_COMMENTS,LOC_TOTAL,defects
2789,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
2790,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,0,1,0,1,1,0.0,0,False
2791,24,15,13,3,16,19,0.29,8,17,0.0,47,1,0.0,52,0,48.8,24.34,28915.56,0.4,189,0.04,1606.42,1187.94,0.0,4,8,30,0.26,63,126,44,34,74,23.53,65,False
2792,1,0,0,4,0,1,0.25,0,1,1.0,1,1,0.0,4,0,21.67,1.8,70.2,0.01,13,0.56,3.9,39.0,1.0,0,0,2,0.09,6,7,5,3,11,50.0,4,False
2793,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,1.0,2,3,2,3,1,0.0,0,False
2794,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2795,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2796,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
2797,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2798,5,3,0,0,8,3,0.23,4,3,1.0,15,1,0.0,13,0,16.4,7.07,820.29,0.04,29,0.14,45.57,116.0,0.0,2,4,14,0.19,11,18,7,9,16,0.0,13,False
2799,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
2800,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1.0,0,0,3,1.0,1,6,1,6,1,0.0,0,False
2801,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,2,0.5,0,0,0,0,2,0.0,0,False
2802,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2803,3,4,0,0,4,2,0.4,2,2,1.0,8,1,0.0,5,0,17.22,4.08,287.09,0.02,19,0.24,15.95,70.31,0.0,1,2,8,0.29,7,12,6,7,7,0.0,5,False
2804,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,6.55,3.0,58.95,0.01,7,0.33,3.28,19.65,1.0,0,0,3,0.5,1,6,1,6,2,0.0,0,False
2805,1,2,0,0,0,1,0.33,0,1,1.0,3,1,0.0,3,0,12.0,2.5,75.0,0.01,10,0.4,4.17,30.0,1.0,0,0,4,0.2,3,7,3,5,5,0.0,3,False
2806,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.14,2,4,2,4,7,0.0,2,False
2807,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
2808,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2809,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,0.0,2,False
2810,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.5,3,6,3,6,2,0.0,0,False
2811,13,2,0,0,24,7,0.54,12,5,0.0,25,1,0.0,13,0,23.89,9.6,2201.72,0.08,55,0.1,122.32,229.35,0.0,6,12,20,0.44,24,31,10,8,16,0.0,13,False
2812,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
2813,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.25,2,3,2,3,4,0.0,2,False
2814,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,1.0,2,3,2,3,1,0.0,0,False
2815,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
2816,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,3,0.2,2,3,2,3,5,0.0,2,False
2817,5,0,0,1,8,1,0.05,4,1,1.0,13,1,0.0,22,0,32.46,17.2,9603.65,0.19,108,0.06,533.54,558.35,1.0,2,4,12,0.04,43,65,20,16,28,4.35,22,False
2818,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,3,0.5,0,0,0,0,2,0.0,0,False
2819,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,3,1.0,1,4,1,4,1,0.0,0,False
2820,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2821,3,1,0,0,4,2,1.0,2,2,1.0,5,1,0.0,0,0,9.32,5.0,233.02,0.02,13,0.2,12.95,46.6,0.0,1,2,5,1.0,5,8,4,8,2,0.0,0,False
2822,1,1,0,0,0,1,0.25,0,1,1.0,2,1,0.0,4,0,28.17,5.0,704.36,0.05,37,0.2,39.13,140.87,1.0,0,0,3,0.17,18,19,9,5,6,0.0,4,False
2823,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,0.0,2,False
2824,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,3,0.14,2,4,2,4,7,0.0,2,False
2825,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,13.5,2.0,54.0,0.01,9,0.5,3.0,27.0,1.0,0,0,3,0.33,4,5,4,4,3,0.0,2,False
2826,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.5,2,3,2,3,2,0.0,0,False
2827,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2828,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,0.5,2,4,2,4,2,0.0,0,False
2829,5,3,0,0,8,3,0.23,4,3,1.0,15,1,0.0,13,0,16.4,7.07,820.29,0.04,29,0.14,45.57,116.0,0.0,2,4,14,0.19,11,18,7,9,16,0.0,13,False
2830,9,4,1,0,14,5,0.31,6,5,1.0,20,5,1.0,15,0,36.36,10.21,3793.43,0.12,73,0.1,210.75,371.38,1.0,4,7,17,0.25,33,40,21,13,20,6.25,16,False
2831,5,2,0,0,8,3,0.6,4,3,1.0,10,1,0.0,5,0,15.64,5.5,473.22,0.03,24,0.18,26.29,86.04,0.0,2,4,9,0.38,11,13,6,6,8,0.0,5,False
2832,3,2,6,0,4,2,0.2,2,2,1.0,6,1,0.0,4,0,33.43,3.55,420.27,0.04,29,0.28,23.35,118.54,0.0,1,2,6,0.15,13,16,11,6,13,60.0,10,False
2833,3,3,0,0,4,2,0.5,2,2,1.0,7,1,0.0,4,0,11.18,5.63,353.85,0.02,17,0.18,19.66,62.91,0.0,1,2,7,0.33,5,12,4,9,6,0.0,4,False
2834,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,3,0.5,2,3,2,3,2,0.0,0,False
2835,1,0,0,0,0,1,0.17,0,1,1.0,1,1,0.0,6,2,22.64,7.0,1109.2,0.05,38,0.14,61.62,158.46,1.0,0,0,2,0.08,14,24,9,9,12,0.0,6,False
2836,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.8,2.0,23.22,0.0,5,0.5,1.29,11.61,1.0,0,0,2,1.0,1,4,1,4,1,0.0,0,False
2837,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2838,1,0,2,0,0,1,0.25,0,1,1.0,1,1,0.0,2,1,21.67,1.8,70.2,0.01,13,0.56,3.9,39.0,1.0,0,0,2,0.17,6,7,5,3,6,50.0,4,False
2839,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2840,3,1,0,3,4,2,0.29,2,2,1.0,8,1,0.0,7,0,9.87,6.75,449.6,0.02,18,0.15,24.98,66.61,0.0,1,2,8,0.09,6,12,4,9,22,30.0,7,False
2841,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,1.0,2,3,2,3,1,0.0,0,False
2842,1,0,0,0,0,1,0.2,0,1,1.0,1,1,0.0,5,0,21.25,2.4,122.4,0.02,17,0.42,6.8,51.0,1.0,0,0,2,0.14,8,9,5,3,7,0.0,5,False
2843,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
2844,11,12,47,27,20,6,0.04,10,1,0.0,42,1,0.0,91,0,253.3,20.6,107527.91,1.74,753,0.05,5973.77,5218.85,0.0,5,10,38,0.03,273,480,106,16,206,44.85,138,True
2845,3,6,0,0,4,2,0.33,2,2,1.0,10,1,0.0,6,0,32.09,5.71,1047.99,0.06,40,0.18,58.22,183.4,0.0,1,2,10,0.25,16,24,14,10,8,0.0,6,False
2846,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,1.0,0,0,2,1.0,0,1,0,1,1,0.0,0,False
2847,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,2,0.0,0.0,2.0,1.0,0,0,2,1.0,0,2,0,2,1,0.0,0,False
2848,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,8.3,6.67,369.01,0.02,16,0.15,20.5,55.35,1.0,0,0,2,0.5,5,11,3,8,2,0.0,0,False
2849,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2850,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,8.98,2.5,56.15,0.01,8,0.4,3.12,22.46,1.0,0,0,2,0.2,2,6,2,5,5,0.0,2,False
2851,1,3,7,1,0,1,0.08,0,1,1.0,6,1,0.0,6,0,83.2,3.33,924.42,0.09,59,0.3,51.36,277.33,1.0,0,0,7,0.04,28,31,21,5,23,57.14,13,False
2852,3,1,5,0,4,2,0.2,2,2,1.0,6,1,0.0,5,0,13.96,6.0,502.57,0.03,22,0.17,27.92,83.76,0.0,1,2,6,0.14,9,13,6,8,14,50.0,10,False
2853,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.33,1,3,1,3,3,0.0,0,False
2854,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,1.0,2,3,2,3,1,0.0,0,False
2855,12,4,25,14,8,1,0.01,4,1,1.0,49,1,0.0,70,0,50.46,76.84,297882.59,1.29,615,0.01,16549.02,3876.83,1.0,2,4,42,0.0,251,364,49,30,208,35.78,95,False
2856,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.5,2,3,2,3,2,0.0,0,False
2857,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2858,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.33,1,3,1,3,3,0.0,0,False
2859,9,5,0,0,14,5,0.42,6,3,0.0,21,3,0.0,12,0,17.46,16.55,4779.2,0.1,63,0.06,265.51,288.85,0.0,4,7,18,0.29,28,35,11,13,17,0.0,12,False
2860,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.5,3,6,3,6,2,0.0,0,False
2861,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2862,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,4.75,1.0,4.75,0.0,3,1.0,0.26,4.75,1.0,0,0,2,1.0,1,2,1,2,1,0.0,0,False
2863,1,0,0,0,0,1,0.25,0,1,1.0,1,1,0.0,4,0,9.47,2.67,67.38,0.01,9,0.38,3.74,25.27,1.0,0,0,2,0.17,4,5,3,4,6,0.0,4,False
2864,13,4,1,8,24,7,0.13,12,6,0.0,30,6,0.0,54,0,25.11,40.0,40181.42,0.33,184,0.03,2232.3,1004.54,0.0,6,12,25,0.1,80,104,22,22,68,14.29,55,False
2865,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2866,13,1,2,8,24,7,0.16,12,1,0.0,27,1,0.0,42,4,15.91,36.75,21489.13,0.19,114,0.03,1193.84,584.74,0.0,6,12,22,0.11,49,65,14,21,63,19.23,44,False
2867,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2868,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,0.5,2,4,2,4,2,0.0,0,False
2869,1,2,0,1,0,1,0.33,0,1,1.0,3,1,0.0,3,0,16.64,4.0,266.27,0.02,21,0.25,14.79,66.57,1.0,0,0,4,0.14,10,11,5,4,7,25.0,3,False
2870,1,0,0,0,0,1,0.25,0,1,1.0,1,1,0.0,4,0,9.47,2.67,67.38,0.01,9,0.38,3.74,25.27,1.0,0,0,2,0.17,4,5,3,4,6,0.0,4,False
2871,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.2,1,3,1,3,5,0.0,2,False
2872,23,16,4,18,42,12,0.24,20,10,0.0,67,11,0.0,46,0,62.33,27.16,45986.37,0.56,297,0.04,2554.8,1693.03,0.0,11,21,57,0.15,134,163,37,15,81,32.35,50,False
2873,1,2,0,0,0,1,0.33,0,1,1.0,3,1,0.0,3,0,12.0,2.5,75.0,0.01,10,0.4,4.17,30.0,1.0,0,0,4,0.2,3,7,3,5,5,0.0,3,False
2874,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,2,0.5,0,0,0,0,2,0.0,0,False
2875,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.2,1,3,1,3,5,0.0,2,False
2876,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,3,0.2,2,3,2,3,5,0.0,2,False
2877,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2878,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,13.5,2.0,54.0,0.01,9,0.5,3.0,27.0,1.0,0,0,3,0.33,4,5,4,4,3,0.0,2,False
2879,3,12,3,2,4,2,0.08,2,2,1.0,19,1,0.0,23,0,60.15,15.54,14530.58,0.31,164,0.06,807.25,934.87,0.0,1,2,19,0.06,64,100,35,17,35,17.86,26,False
2880,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,1.0,2,3,2,3,1,0.0,0,False
2881,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,0.25,3,5,3,5,4,0.0,2,False
2882,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
2883,5,3,0,0,8,3,0.23,4,3,1.0,15,1,0.0,13,0,16.4,7.07,820.29,0.04,29,0.14,45.57,116.0,0.0,2,4,14,0.19,11,18,7,9,16,0.0,13,False
2884,1,4,5,6,0,1,0.05,0,1,1.0,9,1,0.0,14,1,46.18,8.5,3336.69,0.13,80,0.12,185.37,392.55,1.0,0,0,10,0.03,34,46,20,10,34,44.0,19,False
2885,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,3,0.5,2,3,2,3,2,0.0,0,False
2886,5,4,0,0,8,3,0.43,4,2,0.0,13,1,0.0,7,0,11.89,13.13,2048.55,0.05,35,0.08,113.81,156.08,0.0,2,4,12,0.33,15,20,8,14,9,0.0,7,False
2887,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
2888,23,5,9,6,16,17,0.33,6,15,0.0,44,7,0.0,43,0,34.14,30.0,30723.65,0.34,172,0.03,1706.87,1024.11,0.0,5,8,29,0.27,64,108,32,30,62,25.86,52,False
2889,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,9.83,2.0,39.3,0.01,7,0.5,2.18,19.65,1.0,0,0,3,0.25,3,4,3,4,4,0.0,2,False
2890,3,0,0,0,4,2,1.0,2,1,0.0,6,1,0.0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1,2,6,1.0,0,0,0,0,2,0.0,0,False
2891,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.86,2.5,49.13,0.01,7,0.4,2.73,19.65,1.0,0,0,2,1.0,2,5,2,5,1,0.0,0,False
2892,5,2,1,1,8,3,0.33,4,3,1.0,13,1,0.0,8,0,26.24,9.38,2305.97,0.08,56,0.11,128.11,245.97,0.0,2,4,12,0.2,25,31,12,9,15,20.0,9,False
2893,23,5,9,6,16,17,0.33,6,15,0.0,44,7,0.0,43,0,34.14,30.0,30723.65,0.34,172,0.03,1706.87,1024.11,0.0,5,8,29,0.27,64,108,32,30,62,25.86,52,False
2894,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,3,12.18,3.0,109.62,0.01,11,0.33,6.09,36.54,1.0,0,0,3,0.5,4,7,4,6,2,0.0,0,False
2895,1,6,1,23,0,1,0.08,0,1,1.0,7,1,0.0,11,0,68.52,2.5,428.25,0.06,39,0.4,23.79,171.3,1.0,0,0,8,0.02,16,23,16,5,51,68.57,12,False
2896,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
2897,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,1.0,2,3,2,3,1,0.0,0,False
2898,1,2,0,2,0,1,0.11,0,1,1.0,3,1,0.0,9,0,46.84,5.97,1669.87,0.09,61,0.17,92.77,279.68,1.0,0,0,4,0.07,29,32,17,7,14,18.18,9,False
2899,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.25,1,3,1,3,4,0.0,2,False
2900,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.17,1,3,1,3,6,0.0,2,False
2901,1,0,0,0,0,1,0.5,0,1,1.0,1,1,0.0,2,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,0.2,1,3,1,3,5,0.0,2,False
2902,3,2,0,0,4,2,0.67,2,2,1.0,6,1,0.0,3,0,14.28,4.0,228.44,0.02,15,0.25,12.69,57.11,0.0,1,2,6,0.4,6,9,6,8,5,0.0,3,False
2903,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,6.86,3.5,84.0,0.01,8,0.29,4.67,24.0,1.0,0,0,3,1.0,1,7,1,7,1,0.0,0,False
2904,3,0,1,0,4,2,0.25,2,1,0.0,5,1,0.0,7,0,4.86,10.5,535.5,0.02,17,0.1,29.75,51.0,0.0,1,2,5,0.15,7,10,2,6,13,12.5,8,False
2905,17,11,2,5,30,9,0.24,14,5,0.0,50,1,0.0,36,0,73.86,15.67,18129.3,0.39,203,0.06,1007.18,1157.19,0.0,8,15,43,0.17,94,109,39,13,52,16.28,38,False
2906,3,1,0,0,4,2,1.0,2,2,1.0,5,1,0.0,0,0,9.32,5.0,233.02,0.02,13,0.2,12.95,46.6,0.0,1,2,5,1.0,5,8,4,8,2,0.0,0,False
2907,1,0,38,75,0,1,0.02,0,1,1.0,1,1,0.0,5,0,142.01,9.77,13558.89,0.46,259,0.1,753.27,1387.61,1.0,0,0,2,0.01,114,145,35,6,162,95.76,43,False
2908,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,3,0.2,2,3,2,3,5,0.0,2,False
2909,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,0,9.6,2.5,60.0,0.01,8,0.4,3.33,24.0,1.0,0,0,3,1.0,3,5,3,5,1,0.0,0,False
2910,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,1.0,2,3,2,3,1,0.0,0,False
2911,1,1,0,0,0,1,0.5,0,1,1.0,2,1,0.0,2,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,3,0.2,2,3,2,3,5,0.0,2,False
2912,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
2913,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,2,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,0.5,2,3,2,3,2,0.0,0,False
2914,1,1,1,3,0,1,0.07,0,1,1.0,4,1,0.0,13,0,51.96,6.18,1982.32,0.11,70,0.16,110.13,320.95,1.0,0,0,5,0.04,30,40,17,7,23,23.53,14,False
2915,3,1,0,0,4,2,1.0,2,2,1.0,5,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,0.0,1,2,5,2.0,2,4,2,4,1,0.0,0,False
2916,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.75,2.0,31.02,0.01,6,0.5,1.72,15.51,1.0,0,0,2,1.0,2,4,2,4,1,0.0,0,False
2917,1,0,0,0,0,1,0.1,0,1,1.0,1,1,0.0,10,2,23.44,11.0,2836.27,0.09,57,0.09,157.57,257.83,1.0,0,0,2,0.07,24,33,12,11,15,0.0,10,False
2918,1,1,0,0,0,1,1.0,0,1,1.0,2,1,0.0,0,2,9.51,3.0,85.59,0.01,9,0.33,4.75,28.53,1.0,0,0,3,0.5,3,6,3,6,2,0.0,0,False
2919,1,2,0,2,0,1,0.25,0,1,1.0,3,1,0.0,4,0,23.44,3.33,260.45,0.03,20,0.3,14.47,78.14,1.0,0,0,4,0.1,10,10,9,6,10,33.33,4,False
2920,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,7.74,1.5,17.41,0.0,5,0.67,0.97,11.61,1.0,0,0,2,1.0,2,3,2,3,1,0.0,0,False
2921,1,0,0,0,0,1,1.0,0,1,1.0,1,1,0.0,0,0,5.33,1.5,12.0,0.0,4,0.67,0.67,8.0,1.0,0,0,2,1.0,1,3,1,3,1,0.0,0,False
